Geneid	RpS12_C_RNA	RpS12_B_RNA	RpS12_A_RNA	Xrp1_C_RNA	Xrp1_B_RNA	Xrp1_A_RNA
FBGN0263594	57756	63708	57856	48619	56548	58212
FBGN0051495	703	749	615	419	469	607
FBGN0039713	139885	163790	143903	130234	140613	162485
FBGN0037702	11228	11117	11972	9572	10332	10389
FBGN0038422	61	58	145	77	124	59
FBGN0038850	17	10	48	30	51	23
FBGN0039769	16	42	51	50	44	18
FBGN0260744	1683	1937	1826	1237	1438	1407
FBGN0039742	88	8	54	26	34	56
FBGN0038923	835	951	913	598	685	720
FBGN0038967	50	50	47	57	79	22
FBGN0038649	855	795	531	599	699	1004
FBGN0037478	1236	1127	1060	1195	1314	1365
FBGN0051296	24	30	28	0	12	1
FBGN0039042	8	0	0	30	6	2
FBGN0037332	3751	4095	3855	3604	4156	4019
FBGN0051133	713	705	755	906	880	795
FBGN0039232	3	3	10	17	25	3
FBGN0039135	1467	1499	1417	1084	1491	1484
FBGN0261261	3851	4019	3586	3349	3284	3736
FBGN0039083	0	26	34	10	9	16
FBGN0038380	18	3	77	13	3	14
FBGN0004878	89	294	147	79	92	80
FBGN0003886	24	66	9	69	169	102
FBGN0259233	90	68	130	101	60	82
FBGN0038858	728	807	819	612	752	604
FBGN0037383	510	801	758	476	393	565
FBGN0020018	2401	2393	2132	2332	2587	2768
FBGN0026064	5612	4888	5092	5052	4749	5099
FBGN0037445	9011	9921	8721	7438	8401	8779
FBGN0038208	46	41	50	70	26	28
FBGN0001217	4053	4549	4316	1365	1464	1580
FBGN0038481	6	0	7	6	13	10
FBGN0038674	217	234	151	96	88	158
FBGN0038659	3543	3942	3847	2727	3143	3406
FBGN0040250	30	22	46	48	5	20
FBGN0039214	37339	41401	38686	31540	32778	33934
FBGN0039797	26	12	29	7	6	4
FBGN0011739	8970	9517	9266	9030	9447	9736
FBGN0266734	0	2	3	1	2	0
FBGN0051161	108	101	129	61	55	33
FBGN0038740	94	431	2108	140	158	96
FBGN0037883	256	277	217	195	203	227
FBGN0015572	57	124	801	49	54	57
FBGN0039239	14	49	647	35	30	18
FBGN0038528	45	0	3	4	7	31
FBGN0003885	13874	15081	13802	18711	19345	21466
FBGN0038358	6	12	8	13	16	17
FBGN0035235	5297	5507	5451	3776	4351	4189
FBGN0004574	6973	8080	7742	5721	5661	6500
FBGN0035346	2518	2874	2524	1773	2128	2366
FBGN0036278	30	86	128	53	58	29
FBGN0037061	579	432	565	405	523	494
FBGN0036222	12	19	11	14	13	62
FBGN0036926	462	411	339	399	281	316
FBGN0036873	99	78	213	48	44	32
FBGN0052281	604	590	520	506	586	640
FBGN0035543	13	5	52	30	28	7
FBGN0035839	329	477	378	187	257	158
FBGN0045476	25	19	31	158	143	97
FBGN0264746	91	159	116	149	142	89
FBGN0037087	1622	1269	1588	1437	1529	1671
FBGN0036059	4684	4530	4595	3476	4127	4227
FBGN0011288	28	53	75	62	48	41
FBGN0036595	53	38	67	114	190	207
FBGN0036773	2830	3183	2990	3545	3563	3780
FBGN0035964	2998	2916	2858	2713	3146	3246
FBGN0014848	0	0	2	0	0	10
FBGN0035997	7032	8059	7073	6479	7371	7817
FBGN0264006	124	196	122	143	75	135
FBGN0035620	35	112	1019	21	33	63
FBGN0042138	2154	2718	2184	2059	2345	2409
FBGN0052269	19	0	10	14	16	1
FBGN0036806	62	244	656	34	61	29
FBGN0040817	357	394	345	408	495	421
FBGN0020392	7645	7355	7574	7627	7897	7910
FBGN0028980	2178	2444	2152	1892	2391	1953
FBGN0264486	47	4	52	46	62	24
FBGN0026179	8036	8812	8490	7356	7365	8172
FBGN0036442	65	87	141	117	101	101
FBGN0036188	1984	1378	1538	1261	1517	1530
FBGN0035677	36	56	33	61	48	10
FBGN0036439	0	0	0	36	10	7
FBGN0035120	2539	2112	2530	2148	2726	2229
FBGN0262530	10	24	226	1	3	2
FBGN0263108	11126	12133	11193	9907	10005	11710
FBGN0286940	129	76	120	182	236	196
FBGN0019662	1669	1435	1643	1586	1524	1633
FBGN0052448	297	206	245	413	371	466
FBGN0028402	2653	2561	2504	2128	2361	2351
FBGN0052220	41	5	12	11	8	16
FBGN0052053	12	8	56	55	38	9
FBGN0035109	409	663	373	335	446	519
FBGN0035234	18	8	23	11	38	39
FBGN0062517	37	3	61	65	18	57
FBGN0262593	69	87	126	168	67	91
FBGN0264487	1	12	13	0	2	0
FBGN0035286	136	69	93	54	74	62
FBGN0052487	0	7	0	29	16	8
FBGN0036016	95	230	138	92	77	54
FBGN0002526	102252	111232	107794	91226	98331	99983
FBGN0035210	1464	1291	1196	797	984	994
FBGN0036008	2015	2133	2176	2098	2152	2330
FBGN0036781	62	154	176	174	78	82
FBGN0036402	4204	4306	4057	5359	5045	5821
FBGN0020277	1	16	1	3	12	1
FBGN0035630	32935	34444	35326	29799	33167	33680
FBGN0263247	1	0	0	5	3	0
FBGN0260461	5	18	5	13	16	16
FBGN0053263	18	13	32	16	0	8
FBGN0036895	2	60	56	59	44	28
FBGN0036608	3	29	12	29	2	11
FBGN0035943	6	1	10	37	16	19
FBGN0036494	44	93	49	53	26	55
FBGN0028415	10	0	1	4	12	6
FBGN0036376	5307	5658	5046	4083	4445	4429
FBGN0052181	39	42	54	7	45	28
FBGN0036988	757	997	969	847	902	759
FBGN0036362	26	32	10	34	18	20
FBGN0036948	3	20	260	48	27	1
FBGN0035982	1	0	0	38	18	2
FBGN0052319	16	0	3	14	16	2
FBGN0052364	441	246	508	438	418	284
FBGN0047334	3	1	15	3	8	4
FBGN0014075	20706	22247	21641	19586	22602	22869
FBGN0015075	5150	6216	5712	4957	5598	5717
FBGN0036786	2	3	29	29	5	17
FBGN0052267	1070	631	816	703	1055	840
FBGN0036984	32	16	45	66	70	37
FBGN0035558	3076	3077	2785	2487	3064	2809
FBGN0283681	974	810	1224	877	1033	905
FBGN0052196	13	0	21	14	3	11
FBGN0002573	1004	1089	894	543	589	565
FBGN0262509	603	561	569	2900	3450	2839
FBGN0036922	260	324	475	195	250	317
FBGN0259824	2664	2849	2868	2795	2905	3572
FBGN0052104	3101	3603	3237	2666	3229	3170
FBGN0036363	2	22	16	6	16	20
FBGN0259203	1103	1110	1040	811	990	852
FBGN0043458	4827	5642	5033	4219	4803	4861
FBGN0035896	725	744	636	692	702	668
FBGN0027082	644	565	570	460	728	672
FBGN0035415	599	634	663	592	778	634
FBGN0037139	3	8	5	4	5	0
FBGN0035518	3197	3559	3227	1652	1856	1592
FBGN0044051	0	3	15	13	9	8
FBGN0036476	3276	3330	3703	3964	3828	3621
FBGN0052121	7	41	15	23	63	26
FBGN0036311	26	40	52	44	57	60
FBGN0035158	2571	2756	2695	2025	2164	2235
FBGN0262544	8	6	36	14	28	5
FBGN0259986	3835	4583	4191	4599	5177	4882
FBGN0024187	5689	6716	6621	4588	4742	4511
FBGN0035423	9697	9878	10113	7028	9404	9380
FBGN0013751	267	363	210	108	91	111
FBGN0053160	6	10	27	8	13	0
FBGN0052446	1632	1404	1616	1080	1350	1554
FBGN0020660	15852	15791	16540	12177	15651	13072
FBGN0036774	2346	2321	2401	1788	1934	2250
FBGN0085274	4	0	1	0	6	0
FBGN0052255	37	45	46	45	35	71
FBGN0035468	28	1	32	70	29	24
FBGN0036715	18009	19962	18232	18155	19672	20281
FBGN0035697	10	14	1	4	4	16
FBGN0052437	31	23	16	15	24	34
FBGN0036551	16	14	21	19	27	25
FBGN0085288	6	48	37	7	40	4
FBGN0052214	41	9	18	11	3	16
FBGN0035692	4240	5087	4866	4256	4549	4441
FBGN0035865	558	386	720	880	985	1069
FBGN0043783	23	75	78	42	66	40
FBGN0029091	86	63	60	103	49	113
FBGN0035944	1176	1120	1077	1061	1145	897
FBGN0027945	1008	1123	1761	876	1035	1048
FBGN0001134	5	14	67	40	39	21
FBGN0040636	4	0	10	19	28	10
FBGN0036809	15	14	16	13	17	23
FBGN0004390	13616	14118	13859	12639	12639	13078
FBGN0270926	188	292	646	830	1346	1254
FBGN0014007	15378	15194	15948	13516	15321	14811
FBGN0035955	20	43	31	75	73	26
FBGN0036876	39	53	14	22	16	16
FBGN0036549	726	685	489	570	682	815
FBGN0027594	7710	10201	9272	7337	7913	8161
FBGN0262528	9	0	15	1	9	6
FBGN0052213	63	25	50	18	23	43
FBGN0036397	1443	1430	1360	977	1194	1036
FBGN0020643	529	510	391	2093	540	1587
FBGN0085294	20	25	56	33	22	63
FBGN0027567	42928	45744	43157	36526	42288	42127
FBGN0035508	136	151	142	227	171	166
FBGN0035753	83185	86479	80646	62789	76056	81316
FBGN0052227	159	90	169	144	72	190
FBGN0053062	492	502	392	131	196	166
FBGN0011284	100452	102120	95473	87249	99696	108474
FBGN0001223	574	1030	926	445	582	410
FBGN0000356	2	0	3	13	8	2
FBGN0036327	6	6	10	16	0	11
FBGN0036783	8	1	10	6	0	1
FBGN0036877	51	391	89	25	10	11
FBGN0035526	10761	11753	9642	7731	8265	8470
FBGN0052413	1	0	4	13	13	4
FBGN0029514	960	749	930	882	967	843
FBGN0011361	2885	3450	2953	3219	3394	3672
FBGN0002283	1836	2000	1858	1703	2268	1982
FBGN0052450	13	4	10	14	5	16
FBGN0035524	3824	3780	3488	3570	4371	4510
FBGN0266591	0	0	17	13	0	0
FBGN0004244	43	57	106	52	62	61
FBGN0035486	4	4	29	87	88	66
FBGN0035547	40	22	60	39	43	40
FBGN0268063	5381	7542	7134	8180	8185	8338
FBGN0036405	1461	1379	1414	1249	1262	1502
FBGN0035193	506	448	234	152	146	171
FBGN0037082	1347	1150	1491	1310	1578	1320
FBGN0036250	0	16	6	37	17	19
FBGN0036463	3634	3938	3524	2664	3562	2945
FBGN0262890	55	38	52	18	29	23
FBGN0035164	1029	1129	1157	855	1060	951
FBGN0052423	7550	8411	7811	6372	7488	7007
FBGN0266977	4	25	39	0	5	0
FBGN0036853	1403	1303	1332	1273	1130	1420
FBGN0036277	752	769	1223	1107	1281	1381
FBGN0287183	560	640	551	1429	1979	1248
FBGN0036159	12	16	6	14	7	8
FBGN0035273	26	0	7	31	42	33
FBGN0265574	11946	12194	11374	9747	10597	11150
FBGN0052022	961	888	694	690	751	718
FBGN0036039	1261	1245	1348	1406	1610	1409
FBGN0043865	37	4	43	65	21	33
FBGN0036335	1097	1122	935	950	1139	1074
FBGN0053767	0	0	0	7	5	26
FBGN0036496	4	4	0	37	7	8
FBGN0035854	808	871	980	944	1196	1127
FBGN0261555	14324	15477	14294	13202	13658	14513
FBGN0035849	816	1142	1084	1263	947	1015
FBGN0035414	1865	1901	2195	1392	1535	1603
FBGN0036619	18	36	34	70	82	17
FBGN0052081	16	18	36	33	19	9
FBGN0035724	38	10	22	77	66	47
FBGN0036959	138	177	229	211	314	307
FBGN0035689	2935	2550	3214	3612	3551	4020
FBGN0003459	3326	3345	3402	4073	4621	5007
FBGN0037188	5339	5523	5724	4769	5133	5343
FBGN0259973	1	0	4	1	3	6
FBGN0000551	9	40	95	28	7	30
FBGN0003373	15170	64847	311417	45389	451695	20716
FBGN0262057	7342	8433	6358	5902	6900	7466
FBGN0037027	10345	10214	10118	9163	10048	10256
FBGN0024889	4789	4528	4291	4038	4612	4588
FBGN0036666	6628	7392	7916	6465	7246	7059
FBGN0085455	35	23	5	15	0	2
FBGN0259239	30	22	67	34	16	40
FBGN0035229	3547	4229	3984	3450	3850	3771
FBGN0052442	496	485	451	470	557	585
FBGN0025558	610	466	525	455	468	433
FBGN0005564	85	93	114	101	126	126
FBGN0036566	4609	5201	5081	3922	4801	5099
FBGN0053690	7	17	4	9	4	12
FBGN0036711	8	0	4	3	7	10
FBGN0029121	499	547	420	349	500	447
FBGN0035237	22676	24258	21924	15587	17166	18021
FBGN0035588	1114	1214	1448	912	829	1122
FBGN0262894	0	0	35	2	14	2
FBGN0022936	2043	1848	1900	1810	1931	1816
FBGN0036545	347	325	619	464	473	558
FBGN0037197	24	33	32	22	6	10
FBGN0286213	40171	42850	40704	24506	28698	28990
FBGN0085599	1092	1370	1282	217	177	166
FBGN0035781	18	4	70	40	18	53
FBGN0014343	16516	18225	16193	14181	15730	15808
FBGN0035886	81	69	79	74	34	30
FBGN0000100	162949	168246	158223	135683	148539	164697
FBGN0036205	45	52	255	51	61	45
FBGN0037183	10	5	30	26	24	12
FBGN0035257	52	27	91	58	42	83
FBGN0035260	270	530	275	202	324	350
FBGN0052176	3136	3214	3097	3110	3279	3597
FBGN0035850	3455	3934	3348	3185	2863	3440
FBGN0036768	2	15	3	48	32	11
FBGN0035198	19	40	30	22	6	13
FBGN0052074	1	27	6	49	18	14
FBGN0037171	2	13	10	6	17	2
FBGN0003683	0	26	2	28	23	19
FBGN0036717	13985	9971	8364	18477	10182	13532
FBGN0036468	1	12	14	13	6	4
FBGN0035601	5454	6156	5618	4920	5513	5111
FBGN0036350	39	5	13	29	5	3
FBGN0035603	1908	1838	1945	1625	1767	1733
FBGN0036028	1564	2104	1703	1165	1425	1650
FBGN0284221	10458	11973	11550	10201	11397	12447
FBGN0052333	102	77	83	102	58	119
FBGN0052202	701	655	618	556	758	522
FBGN0035858	25	6	20	9	37	59
FBGN0052283	6	4	2	2	0	1
FBGN0036395	961	1003	622	516	564	702
FBGN0036160	1	20	12	17	16	10
FBGN0041096	16534	18370	16477	14118	15870	15690
FBGN0035430	4098	6458	3242	1324	1691	1927
FBGN0036480	6044	6408	5618	5879	6832	6649
FBGN0036828	4689	4556	4259	5174	6172	6593
FBGN0035978	3749	4165	4042	4126	4468	4234
FBGN0041625	173	178	118	25	9	2
FBGN0036575	1	5	41	23	33	18
FBGN0037165	12	29	22	72	44	32
FBGN0000543	5735	6157	5609	3981	5209	4920
FBGN0053702	1	17	2	0	3	0
FBGN0011205	2209	2329	2653	2096	2295	2013
FBGN0052412	175	178	197	186	143	106
FBGN0259970	2	0	0	0	4	0
FBGN0053052	2332	2685	2327	1493	1709	1646
FBGN0053270	4	4	33	33	18	20
FBGN0036875	62	191	320	71	59	110
FBGN0015618	1905	1966	1785	1868	1873	1652
FBGN0035539	3126	4107	3521	4226	3991	4778
FBGN0052137	3503	3466	4022	2004	2417	2292
FBGN0053061	9	12	0	2	0	11
FBGN0036479	59	44	32	82	19	19
FBGN0260049	10248	9763	10498	8615	10597	11020
FBGN0036328	9	22	32	26	10	10
FBGN0027569	3562	3208	3664	3164	3032	3336
FBGN0036214	6	24	24	36	11	2
FBGN0085457	2	8	10	11	8	13
FBGN0035807	4334	4759	4261	4268	4741	4570
FBGN0261602	150987	178630	163797	124969	135180	150722
FBGN0087039	2115	2035	2369	1734	2191	1862
FBGN0028418	0	1	17	7	3	9
FBGN0287423	23	6	57	26	16	22
FBGN0040056	1824	2128	1894	1309	1578	1472
FBGN0041232	6	6	23	48	18	26
FBGN0052240	0	0	10	11	14	2
FBGN0036173	769	422	634	685	845	888
FBGN0004514	12	31	66	36	32	11
FBGN0036492	21	18	18	36	13	9
FBGN0035825	1658	1776	1700	1768	1692	1656
FBGN0053217	5047	5729	6256	4326	5310	4670
FBGN0036916	2236	2169	2110	1949	2013	1754
FBGN0036833	412	4252	41154	86	18	12
FBGN0036980	4823	5270	5090	4581	4857	5295
FBGN0003388	127	189	262	177	265	254
FBGN0036248	2216	2833	2573	1750	2266	2308
FBGN0053265	331	280	669	398	319	83
FBGN0052351	16	22	23	63	31	12
FBGN0286872	2	4	4	1	0	0
FBGN0086254	7623	8404	8121	5838	6677	6185
FBGN0085482	165	40	86	94	32	59
FBGN0037025	12377	12805	13084	12357	13614	12707
FBGN0035589	985	1408	1205	930	925	684
FBGN0037057	66	70	695	78	56	105
FBGN0053556	3059	3521	3082	4031	4171	3822
FBGN0004592	482	2583	16590	1422	13835	946
FBGN0025874	2262	2339	2362	1439	1721	1742
FBGN0035147	2001	2500	3540	1479	2146	1892
FBGN0036892	5516	5321	5861	4701	5571	5628
FBGN0035932	5	14	34	21	1	12
FBGN0035236	6017	6127	6076	5642	6666	6508
FBGN0037044	705	682	794	785	989	1242
FBGN0015359	3708	3756	3131	2822	3339	3225
FBGN0035934	62	71	168	70	73	53
FBGN0052350	3407	4305	3958	2925	3558	2740
FBGN0036567	6	27	23	20	36	18
FBGN0039977	4162	4410	4775	3005	3566	3291
FBGN0259932	914	1021	858	1205	1423	1229
FBGN0053764	0	10	0	9	20	4
FBGN0001104	9342	10864	9932	8374	9156	9466
FBGN0015298	1523	1544	1562	1149	1568	1501
FBGN0035497	1936	2520	1808	1408	1683	1479
FBGN0036106	38	72	36	63	52	102
FBGN0036157	0	33	28	50	12	7
FBGN0036212	511	780	551	333	385	383
FBGN0260756	333	303	335	181	335	514
FBGN0035400	1539	1619	1658	1528	1610	1593
FBGN0035469	1657	1791	2051	1559	1957	1555
FBGN0035830	8872	9120	9248	7698	7878	8916
FBGN0036144	385	374	545	301	127	108
FBGN0035343	11	42	33	28	34	60
FBGN0052225	29	30	3	28	7	43
FBGN0027111	4451	5319	4554	4274	4609	4008
FBGN0053490	44	2	7	49	27	5
FBGN0036032	8019	8472	9204	7260	7510	7795
FBGN0036183	19	10	4	5	0	7
FBGN0037022	1599	2130	1826	1346	1677	1561
FBGN0017579	48394	49567	46230	48349	57467	60116
FBGN0014849	0	2	8	15	14	14
FBGN0263456	17	61	93	48	86	40
FBGN0261634	2	4	6	2	3	1
FBGN0036510	2518	2291	2434	1686	1859	2089
FBGN0086906	13818	15565	15072	14219	13850	13646
FBGN0035205	14605	15936	15285	12462	13933	13976
FBGN0036227	95	86	503	40	4	261
FBGN0035145	13100	14680	13781	9831	10933	10913
FBGN0035168	169	123	136	165	322	226
FBGN0263930	23903	26776	24696	21903	24323	24666
FBGN0036612	131	150	113	190	128	147
FBGN0083992	869	901	1059	813	912	1083
FBGN0036761	4476	4529	4798	3353	4318	4036
FBGN0035673	6	22	15	30	3	0
FBGN0260026	158	122	150	251	257	241
FBGN0041630	11746	12328	10977	8046	9313	9966
FBGN0036141	5795	6040	6121	4513	5047	5056
FBGN0035428	8	67	28	70	39	29
FBGN0053169	455	549	415	272	335	246
FBGN0035688	13765	14454	15084	13012	14561	14088
FBGN0259676	2032	2188	2002	2670	2716	3252
FBGN0036819	215	190	317	246	200	197
FBGN0035445	93	78	93	100	54	78
FBGN0028648	1394	1342	1285	1044	1124	1408
FBGN0010408	53066	55491	50903	49919	54582	62584
FBGN0037067	32	11	3	24	14	6
FBGN0035359	43	47	70	34	17	8
FBGN0036932	1785	1923	1597	1671	1577	1623
FBGN0036349	0	31	12	45	2	0
FBGN0036416	353	1069	777	511	659	522
FBGN0010223	18	78	133	62	39	37
FBGN0036661	8841	8768	7909	8195	8518	8656
FBGN0022702	11217	12357	10706	9003	10430	11391
FBGN0001078	1515	2208	2814	3973	2844	2644
FBGN0036921	14957	14752	16463	11554	13530	12771
FBGN0036814	10669	13399	13593	10026	11922	9825
FBGN0037028	1537	1411	1419	935	1060	903
FBGN0036723	21	28	10	49	8	32
FBGN0004396	10078	12396	11572	7642	8494	7903
FBGN0052263	0	4	20	28	1	0
FBGN0035906	5387	5670	6218	5248	5790	5808
FBGN0000261	24673	35954	35559	16639	20900	19345
FBGN0035983	2111	2756	2122	2069	2321	2605
FBGN0036834	23	56	16	57	30	20
FBGN0260862	594	408	437	434	456	644
FBGN0064766	3255	3470	3709	3601	3895	3952
FBGN0036082	18	11	38	22	19	4
FBGN0001323	2438	2503	2589	1643	1789	1718
FBGN0036320	7	1	65	6	8	12
FBGN0035604	10	40	63	83	50	28
FBGN0266099	20	37	35	62	21	19
FBGN0035931	12	4	1	28	12	5
FBGN0037046	28	102	85	395	747	594
FBGN0053272	0	0	14	23	9	15
FBGN0283503	6610	6991	6634	4980	5235	5518
FBGN0035644	1794	1428	1877	1622	1951	1998
FBGN0016694	790	937	884	1004	959	899
FBGN0037102	2541	2279	2282	2455	2489	2555
FBGN0035575	29	4	14	21	46	38
FBGN0261872	14737	15003	14473	12451	13634	13272
FBGN0035986	5259	6847	5870	5190	5494	5711
FBGN0011204	2075	2843	2816	2594	2729	2703
FBGN0285951	867	704	755	653	1022	771
FBGN0036239	6616	8713	7490	7641	7770	8762
FBGN0035150	2589	2604	2411	2265	2041	2253
FBGN0036187	2443	2379	2382	2371	2987	2623
FBGN0020887	7511	8170	7466	8164	8531	9018
FBGN0037100	19	64	7	56	34	30
FBGN0028664	197	123	143	125	175	182
FBGN0035420	6184	6674	7634	5846	6816	6698
FBGN0036609	1	1	2	4	21	3
FBGN0036740	2753	3064	2777	2023	2360	2250
FBGN0036911	996	1086	1014	864	1044	847
FBGN0035138	10	10	8	16	9	22
FBGN0036648	4020	4151	3924	3039	4571	4780
FBGN0046793	6	0	14	22	4	22
FBGN0003124	19740	19168	19464	18264	19879	19774
FBGN0052428	1580	1729	1584	1566	1832	1825
FBGN0011836	8966	9180	8690	6459	7103	6702
FBGN0036638	45	5	12	12	2	3
FBGN0037015	9	30	25	24	7	6
FBGN0261722	2974	2894	3179	2663	2945	2699
FBGN0025702	123	245	248	256	275	254
FBGN0036044	95	42	51	43	40	35
FBGN0036835	8	0	47	36	24	10
FBGN0036260	1	0	26	15	21	8
FBGN0035398	3715	3040	3389	5370	4902	5679
FBGN0000489	1739	2086	2059	1471	1502	1434
FBGN0036505	2363	2747	2395	2393	2504	2398
FBGN0028379	31	66	14	23	17	24
FBGN0036203	62	41	179	185	126	141
FBGN0054056	3423	3281	2516	2075	2575	2625
FBGN0036571	2438	2556	2511	2017	2098	2583
FBGN0053271	9	30	242	39	8	1
FBGN0035251	10259	11034	10319	8936	9877	11083
FBGN0036324	7	0	34	10	4	8
FBGN0052133	30949	33156	32337	35455	35039	34070
FBGN0036848	1594	1555	1293	2287	2343	2499
FBGN0014850	0	0	1	4	0	0
FBGN0036563	36	29	14	90	52	58
FBGN0036406	1004	810	927	637	1019	918
FBGN0027903	1862	1680	1563	2142	2370	2439
FBGN0035845	122	52	101	99	74	67
FBGN0261401	44	17	49	26	27	21
FBGN0003744	4608	6040	5104	3669	4551	4611
FBGN0035101	4593	4573	4713	2396	2503	2566
FBGN0035581	168	155	206	259	211	130
FBGN0023000	7467	8685	7956	5214	5961	5382
FBGN0037129	12	22	30	21	0	4
FBGN0035852	22	0	15	17	6	0
FBGN0036078	2	16	2	21	9	19
FBGN0263131	70	74	125	195	92	75
FBGN0036624	14361	15873	14255	13474	13971	13990
FBGN0046301	1478	1483	1661	1531	1255	1633
FBGN0036240	1197	1393	1203	1033	806	1095
FBGN0053500	3	0	32	10	3	0
FBGN0035333	4764	4790	5064	2881	3561	3696
FBGN0016756	33180	38067	34448	25193	25719	27878
FBGN0035842	4024	4419	4327	3315	3613	3712
FBGN0037178	1	0	4	3	11	11
FBGN0035208	13	66	26	26	24	5
FBGN0024945	2368	2656	2373	1767	1728	1742
FBGN0053289	13	4	20	26	11	18
FBGN0262008	36	2	33	42	22	10
FBGN0262893	12	0	10	18	17	10
FBGN0035815	176	140	164	92	47	139
FBGN0267390	16627	18172	17066	14079	15834	15749
FBGN0011706	480	460	508	555	569	406
FBGN0035511	0	0	2	10	1	9
FBGN0260967	9	3	5	15	4	5
FBGN0287586	189	301	246	166	239	228
FBGN0265296	198	60	180	278	129	225
FBGN0035255	7	7	40	8	8	26
FBGN0036111	12480	13278	13005	9523	10230	10785
FBGN0003295	33	86	49	47	50	70
FBGN0287594	1292	1820	1663	1324	1478	1249
FBGN0263776	41	133	1115	48	16	25
FBGN0261682	0	20	16	11	8	0
FBGN0259140	69	439	2290	518	160	633
FBGN0036334	5819	5675	5281	4038	5070	5081
FBGN0052119	6	46	37	47	16	13
FBGN0015550	0	0	16	4	7	10
FBGN0044419	497	494	564	311	260	562
FBGN0250815	4309	29611	284747	460	370	848
FBGN0036493	71	302	1622	135	120	119
FBGN0040795	18	23	14	6	15	5
FBGN0010747	7794	8997	8748	6183	7039	7111
FBGN0024814	7306	7381	7677	4948	6662	6530
FBGN0053689	10	11	14	18	7	13
FBGN0036925	5	28	11	40	12	13
FBGN0036958	30893	35361	33842	28412	30192	30890
FBGN0085289	0	11	3	9	14	10
FBGN0035167	197	248	194	364	312	353
FBGN0035661	2	6	12	36	14	22
FBGN0265455	0	9	0	16	6	0
FBGN0083976	1266	1229	1309	1406	1317	1216
FBGN0086348	43	12	73	10	39	49
FBGN0036824	6621	7251	8620	5767	6718	6844
FBGN0260857	917	1120	788	560	812	575
FBGN0262508	113	237	325	194	221	76
FBGN0035643	22	20	11	62	58	43
FBGN0035993	5615	6415	5263	4441	4630	4778
FBGN0021768	7083	5869	5634	4522	5025	5212
FBGN0036897	3359	3459	3075	3382	3415	3898
FBGN0261953	47	157	93	59	137	382
FBGN0286979	30	18	58	46	5	31
FBGN0036437	15	30	5	14	43	9
FBGN0036553	56	46	28	10	11	2
FBGN0036709	16	15	3	38	13	16
FBGN0035587	4	11	54	33	15	13
FBGN0005658	41	22	73	64	19	36
FBGN0265959	73	50	77	71	33	29
FBGN0035440	1696	1972	2095	1958	2295	2287
FBGN0284421	8871	9229	8087	6377	7681	7401
FBGN0036565	4143	4056	4144	3533	4053	3730
FBGN0028667	14	13	2	10	9	15
FBGN0036035	4483	5274	4935	4859	5164	5147
FBGN0036134	22538	24012	23602	21528	24032	23243
FBGN0035357	26686	27490	25996	23109	24948	24218
FBGN0264699	18	8	42	60	12	14
FBGN0036552	8	31	19	24	19	24
FBGN0036454	294	476	208	359	316	490
FBGN0036584	9	32	18	36	10	21
FBGN0036992	12	13	6	40	11	17
FBGN0025725	24565	27671	26525	17956	20886	21811
FBGN0052066	1625	1890	1738	1554	1725	1994
FBGN0029094	4476	3824	4339	3787	3957	4395
FBGN0036978	426	273	447	55	22	58
FBGN0035248	139	194	162	173	114	88
FBGN0036641	5705	5473	4703	3914	4765	4808
FBGN0036414	21	16	96	75	40	84
FBGN0036110	4	0	7	7	13	1
FBGN0035139	17	30	61	79	74	138
FBGN0262482	62	80	113	64	100	98
FBGN0263035	4	5	1	0	27	2
FBGN0052447	12549	15879	12216	8458	10063	8773
FBGN0024179	6297	7273	5818	6064	6405	6914
FBGN0036592	53	16	24	43	32	26
FBGN0053766	0	12	4	34	17	0
FBGN0036208	23	17	22	44	3	16
FBGN0036733	2301	2881	3062	2799	3022	2855
FBGN0052409	4528	4273	4658	4174	5039	5082
FBGN0037176	4	4	0	2	1	2
FBGN0037039	6	0	9	6	8	6
FBGN0035666	25	20	64	27	10	0
FBGN0036426	12	14	9	21	4	3
FBGN0035323	639	621	679	640	760	793
FBGN0260856	1265	1509	1679	1159	1220	1243
FBGN0264711	10438	12944	11435	7454	8308	7549
FBGN0004880	68	140	190	107	84	241
FBGN0000017	16519	18039	17305	14704	15524	15893
FBGN0016070	6164	5973	7055	6039	6535	6455
FBGN0000358	47	6	0	32	6	36
FBGN0036805	2553	3025	2877	2013	2764	2793
FBGN0036469	2	29	319	6	8	1
FBGN0052037	40	12	20	39	12	10
FBGN0004372	11	22	15	20	13	10
FBGN0052279	4	1	5	5	4	0
FBGN0035111	6027	5901	6320	6290	6578	6358
FBGN0052304	0	58	1	23	14	9
FBGN0036727	29	91	514	6	12	23
FBGN0036153	42	31	11	33	25	10
FBGN0036956	16	12	75	27	22	19
FBGN0026371	4716	4554	4255	4716	5187	4823
FBGN0036319	15	8	27	69	41	50
FBGN0036836	137	167	242	103	138	120
FBGN0036746	7879	9297	9086	7881	8227	7903
FBGN0045479	33	48	21	354	436	266
FBGN0261381	3526	3437	3461	2547	2601	3236
FBGN0036851	107	110	175	69	99	76
FBGN0036316	6448	7925	6143	3805	5063	4591
FBGN0000592	7	20	23	65	7	32
FBGN0036757	17	0	49	30	31	34
FBGN0037174	107	22	5	11	12	18
FBGN0027615	1818	1746	1424	1664	1641	1871
FBGN0035358	11	13	41	5	7	11
FBGN0036116	72	53	15	82	42	22
