Geneid	RpS3_Xrp1_C_RNA	RpS3_Xrp1_B_RNA	RpS3_Xrp1_A_RNA	Xrp1_C_RNA	Xrp1_B_RNA	Xrp1_A_RNA
FBGN0039833	130	105	49	46	46	39
FBGN0037372	3537	2852	2472	2498	2719	2721
FBGN0051249	1707	2071	1530	1244	1621	1581
FBGN0005649	12773	12053	9512	14176	15855	16792
FBGN0027338	27759	24811	21231	20514	22807	23149
FBGN0011020	4518	4704	3443	4991	4763	5310
FBGN0039420	80	30	22	98	37	12
FBGN0045443	50	70	57	46	27	23
FBGN0038619	470	561	394	332	369	360
FBGN0266418	9354	9426	6300	11010	11426	11689
FBGN0002622	48976	55344	40669	76804	83350	95104
FBGN0259990	2553	2253	2079	1919	1962	1812
FBGN0004842	76	45	27	43	23	9
FBGN0011225	33334	32887	26070	29744	35587	33614
FBGN0261837	3197	3154	2648	3462	3878	3656
FBGN0037239	2063	1691	1548	1668	1842	1775
FBGN0026400	3346	4108	2824	2875	3606	3492
FBGN0260634	18416	19096	13833	22163	23660	23045
FBGN0038437	547	613	509	377	432	538
FBGN0051205	24	12	31	15	0	2
FBGN0014879	20068	22174	17246	14512	16903	16529
FBGN0038484	9	0	16	30	12	4
FBGN0051016	27	58	29	43	23	22
FBGN0086917	45	21	45	146	25	28
FBGN0003002	3059	2891	2363	3377	3408	3900
FBGN0037429	51	13	45	37	22	48
FBGN0038973	57	189	43	41	34	56
FBGN0037678	93	42	54	85	49	30
FBGN0000032	2024	2479	1512	1892	1866	1992
FBGN0038071	8164	8075	5935	6857	8076	7718
FBGN0038326	2534	2713	2147	1818	1849	2178
FBGN0028396	294	253	164	96	156	111
FBGN0003482	189	99	123	178	96	107
FBGN0003889	73	36	51	19	12	10
FBGN0250831	18	10	8	0	0	2
FBGN0028968	12928	13677	10362	10187	11415	11807
FBGN0038309	109	31	38	28	14	8
FBGN0038252	49	32	65	24	10	19
FBGN0262024	2	16	16	15	0	3
FBGN0038723	3296	3684	3064	2755	3216	3133
FBGN0038766	564	573	481	530	431	371
FBGN0261380	3156	3794	2492	2361	2682	2892
FBGN0051525	32	22	14	13	12	8
FBGN0037855	3583	3380	2689	3288	3426	3971
FBGN0004780	19	84	61	58	20	19
FBGN0261649	9181	9203	7089	9650	11073	9820
FBGN0000278	1	2	2	12	10	10
FBGN0039859	265	385	175	216	250	234
FBGN0051231	96	55	62	94	61	27
FBGN0039530	158	85	66	84	100	41
FBGN0051431	32	36	22	12	18	31
FBGN0038706	6	41	4	24	37	20
FBGN0038146	7559	8263	6474	6232	7091	7716
FBGN0037743	1454	1462	1326	1038	1383	1055
FBGN0263863	2651	2676	2275	1554	2254	2475
FBGN0024558	4364	4483	3555	2834	3241	3323
FBGN0083949	232	144	94	91	111	141
FBGN0005696	2399	2531	1817	2042	1990	2086
FBGN0039520	27	34	37	39	7	11
FBGN0011774	3144	3100	2780	1246	1175	1508
FBGN0037633	2994	3016	2615	2645	2947	3048
FBGN0027578	394	541	338	172	143	98
FBGN0039469	101	61	37	33	12	11
FBGN0015795	7607	7639	6061	4572	5598	4678
FBGN0039020	606	518	518	469	304	429
FBGN0058198	29	73	46	29	41	24
FBGN0039430	399	214	240	675	677	689
FBGN0260942	283	245	211	120	151	174
FBGN0038880	41	22	38	66	27	18
FBGN0013812	778	720	540	827	494	628
FBGN0039068	386	441	447	453	324	663
FBGN0038774	621	656	341	71	72	31
FBGN0051064	2977	2857	2173	3240	3157	3223
FBGN0000723	9375	8777	6754	9224	9962	9962
FBGN0263979	19068	19179	14763	16483	17587	19468
FBGN0263738	1533	1556	1049	1643	1620	1522
FBGN0039585	75	78	38	61	26	24
FBGN0259222	181	154	109	122	113	67
FBGN0039226	99	86	111	349	322	327
FBGN0261434	52	20	16	14	9	9
FBGN0003334	7626	7803	6212	8238	8611	8396
FBGN0039297	39	41	22	40	37	19
FBGN0039688	17429	17429	12973	22235	24934	24205
FBGN0038332	472	425	413	258	390	328
FBGN0085405	3399	3347	2481	2677	2970	2715
FBGN0038568	14	28	6	14	0	1
FBGN0039444	43	44	0	2	1	2
FBGN0285911	2829	2985	2328	1847	2248	2369
FBGN0038454	1808	1960	1501	1803	1749	1811
FBGN0038984	7759	6292	5550	4308	5066	5030
FBGN0038839	5	33	6	32	2	6
FBGN0041186	3653	3994	3084	3179	3421	3656
FBGN0051139	29	28	48	34	24	6
FBGN0011273	10	18	13	3	11	2
FBGN0038273	271	372	271	251	258	267
FBGN0038183	3849	4213	2957	2561	2988	3114
FBGN0042213	641	688	534	656	681	690
FBGN0039038	37	12	19	60	20	12
FBGN0037736	144	104	104	106	101	70
FBGN0051146	455	581	414	270	257	350
FBGN0039482	302	349	130	224	96	149
FBGN0039051	104	40	57	14	11	22
FBGN0027494	45	13	16	16	2	5
FBGN0037960	3980	4045	3068	2843	3900	3611
FBGN0039440	28	29	32	39	29	7
FBGN0037464	146	113	104	37	35	26
FBGN0039486	52	17	24	47	10	9
FBGN0038630	67	28	22	25	30	41
FBGN0263621	8	0	12	4	5	4
FBGN0038381	3871	4100	2762	4021	4311	3985
FBGN0039244	4241	4670	3719	3325	3798	4163
FBGN0086359	1880	1915	1497	2209	2346	2712
FBGN0026576	778	916	686	823	609	933
FBGN0037634	1029	1566	988	1061	1084	1048
FBGN0263025	443	459	393	345	376	439
FBGN0038653	44	28	57	64	32	43
FBGN0037421	33	14	11	20	2	4
FBGN0024326	5788	5767	4423	4151	4691	4429
FBGN0010403	8	0	6	3	2	1
FBGN0039628	28	7	12	4	12	17
FBGN0037561	2134	2452	1571	1793	2215	2322
FBGN0003227	1832	1870	1354	2079	2047	2598
FBGN0038610	8245	9101	6631	6746	7742	7556
FBGN0037571	16	0	1	2	8	0
FBGN0041711	841	1035	689	500	561	570
FBGN0039597	16	26	22	28	0	2
FBGN0038189	55	34	19	20	19	32
FBGN0037576	75	22	16	1	13	16
FBGN0010039	2477	2788	1999	1188	1441	1427
FBGN0037533	25818	25091	20588	22751	25540	26590
FBGN0037801	320	534	253	100	212	85
FBGN0266539	339	410	259	181	207	179
FBGN0037379	3734	3655	2871	3991	4473	4364
FBGN0038376	3099	3174	2507	2962	2925	2664
FBGN0019936	64707	66301	52410	67022	77330	82002
FBGN0266917	10460	9822	7932	9347	9730	9308
FBGN0038763	1177	1321	1135	1270	1421	1684
FBGN0026314	29	40	44	16	20	19
FBGN0039294	168	373	183	145	244	357
FBGN0053547	472	566	408	352	234	156
FBGN0038853	4693	4713	3656	6270	6673	6628
FBGN0037999	1583	1506	1301	1120	1473	1279
FBGN0261714	156	113	50	43	22	17
FBGN0038808	1951	2462	1573	1202	1429	1446
FBGN0037877	1395	1588	1424	1606	1782	2114
FBGN0261680	307	517	267	259	311	324
FBGN0038673	998	1428	820	691	852	941
FBGN0261575	179	244	189	237	197	235
FBGN0001215	24344	27556	21559	15855	17638	17061
FBGN0051281	16	14	13	5	4	7
FBGN0027378	5262	6051	4505	3467	4027	3610
FBGN0003720	24	45	31	17	2	28
FBGN0051439	10967	7734	7294	15689	19753	16703
FBGN0000147	1690	1880	1304	1908	1608	2187
FBGN0039112	2515	2244	2010	1496	1407	1560
FBGN0039629	43	30	25	19	22	17
FBGN0017577	7266	7985	5664	7640	8851	9143
FBGN0037469	390	542	293	366	381	490
FBGN0003870	17152	17565	13875	18725	19973	21333
FBGN0265201	0	14	0	11	4	8
FBGN0037431	11	15	0	17	10	17
FBGN0039086	46	38	31	31	20	46
FBGN0051014	84	18	50	65	10	28
FBGN0010877	5546	5075	4186	5913	6930	6163
FBGN0038315	49	63	22	58	16	0
FBGN0039501	272	174	216	165	181	204
FBGN0262899	6	2	6	8	1	0
FBGN0000063	2757	3223	2634	2825	2773	2679
FBGN0020647	3949	3836	2984	4663	5038	5278
FBGN0051436	64	128	74	40	27	82
FBGN0053093	40	26	13	32	15	10
FBGN0038272	4253	4673	2674	3627	3347	3643
FBGN0038225	7	7	11	28	10	4
FBGN0038218	0	6	8	16	6	4
FBGN0024329	10342	10502	7869	12518	14011	13320
FBGN0002962	49	90	7	17	14	7
FBGN0000303	52	109	37	39	17	16
FBGN0027841	3335	3336	2546	2858	3202	3056
FBGN0039329	1067	877	816	998	1014	1207
FBGN0039260	5208	5585	4314	5865	6406	6029
FBGN0039249	1280	1239	1038	1356	1543	1529
FBGN0051414	93	91	78	73	156	102
FBGN0051176	310	315	227	263	293	219
FBGN0262538	34	0	7	16	6	5
FBGN0003011	56	24	105	28	41	1
FBGN0039564	53	67	44	31	28	10
FBGN0037899	8979	9986	7592	8010	8526	9676
FBGN0038063	105	127	71	34	30	32
FBGN0037993	86	39	25	24	22	13
FBGN0038806	1730	1554	1400	1249	1659	1727
FBGN0024841	2916	2854	2245	1385	1865	2021
FBGN0015589	9285	9778	7449	10755	11548	12666
FBGN0053099	231	233	161	309	332	363
FBGN0039471	31	61	34	85	12	23
FBGN0027598	7176	7359	5932	6007	7706	6846
FBGN0083963	134	110	112	49	69	21
FBGN0286828	3404	3241	3110	3623	4309	4242
FBGN0051549	1371	1257	1139	1093	1130	1338
FBGN0039427	1224	1189	1008	892	1049	1172
FBGN0004652	7080	6497	5147	18467	15260	16503
FBGN0039836	327	512	219	274	341	189
FBGN0039676	66	52	37	38	15	42
FBGN0067628	664	669	582	450	394	359
FBGN0039611	74	134	65	57	17	35
FBGN0038750	33	48	42	15	48	9
FBGN0026207	6737	6766	5207	4526	6050	6060
FBGN0041225	75	82	68	36	28	49
FBGN0039551	42	14	37	18	11	15
FBGN0038115	543	680	373	501	498	539
FBGN0051343	98	48	53	55	37	9
FBGN0039710	3881	3428	3129	3366	3769	3677
FBGN0261262	116	241	139	120	84	141
FBGN0028471	5208	5007	4185	5157	5398	5696
FBGN0028984	6373	7443	5650	6208	7437	7639
FBGN0263750	2252	2087	1538	1903	1967	1846
FBGN0039132	2336	2529	1860	1512	1882	1897
FBGN0243586	18	10	26	24	10	6
FBGN0037409	573	321	397	468	587	554
FBGN0038593	2720	2762	2144	3114	3307	3164
FBGN0014931	106	114	149	70	35	47
FBGN0037405	77	70	76	38	34	21
FBGN0086687	14138	14222	11410	9531	9329	10289
FBGN0039332	88	155	129	332	305	286
FBGN0005659	765	824	657	987	1123	1189
FBGN0014863	1710	1759	1469	895	1047	765
FBGN0038579	12	11	20	22	4	12
FBGN0038280	3	8	22	5	9	4
FBGN0051546	29	65	34	18	3	19
FBGN0037317	1374	1321	1003	1004	1005	1217
FBGN0037924	6966	7081	5969	6269	6954	6736
FBGN0013278	93412	91999	68882	9608	12976	9567
FBGN0000206	139	245	88	75	32	29
FBGN0051524	51	34	6	35	11	25
FBGN0038300	3058	2995	2509	2409	2608	3006
FBGN0027524	2206	1943	1510	1489	1928	2172
FBGN0010041	20	24	25	6	13	0
FBGN0038213	22	8	11	10	10	0
FBGN0015765	1033	1372	824	948	1239	1021
FBGN0086371	2960	2896	2238	1959	2051	2253
FBGN0039228	18	31	40	2	7	18
FBGN0011289	7001	7976	5444	5232	6273	6187
FBGN0037724	151	162	88	119	79	693
FBGN0270927	2764	2742	2211	2693	3112	2984
FBGN0039049	1670	1637	1531	1522	1509	1536
FBGN0037385	17	3	15	16	11	31
FBGN0038930	10	14	26	12	5	3
FBGN0037255	8510	8538	7076	8789	9915	9778
FBGN0004237	27328	28968	22526	28671	34113	33697
FBGN0051472	3388	4041	3064	2493	2867	3035
FBGN0038626	4	26	7	27	3	3
FBGN0039124	68	4	67	6	10	63
FBGN0051216	529	463	343	547	716	445
FBGN0037573	8841	8890	7171	7830	7892	8276
FBGN0037556	1889	2387	1407	1734	1805	1813
FBGN0037574	768	647	737	570	642	822
FBGN0002578	29	0	10	7	6	14
FBGN0051030	92	102	108	203	184	176
FBGN0261641	17753	18975	14112	21251	23910	23687
FBGN0262871	6053	6299	4737	5735	6142	6471
FBGN0038168	4471	4343	3299	4102	4262	4536
FBGN0039759	124	34	52	42	53	44
FBGN0039654	7119	6876	5909	5667	6009	5914
FBGN0262613	11	9	6	12	4	0
FBGN0039532	1975	2015	1655	1488	1638	1823
FBGN0027518	1667	1547	1274	1703	1624	1919
FBGN0037750	62	57	35	39	16	49
FBGN0010772	9496	9947	7393	9912	11374	10817
FBGN0038945	4	12	31	32	26	2
FBGN0024833	5471	5450	4609	4501	5098	4460
FBGN0037922	1568	1834	1370	1773	1945	1907
FBGN0025680	50	57	34	54	3	32
FBGN0037539	2096	1908	1580	2047	2178	2173
FBGN0266719	3479	3629	2938	2485	3086	2594
FBGN0039277	102	108	56	44	67	29
FBGN0039421	51	28	10	4	36	1
FBGN0266177	0	0	0	0	0	0
FBGN0043455	2038	2190	1533	1282	1553	1643
FBGN0003567	15658	15506	12427	12729	14877	14056
FBGN0261291	33	22	32	10	2	1
FBGN0039674	1315	1357	1220	1112	1294	1399
FBGN0038915	10	8	9	11	0	1
FBGN0039818	108	23	78	56	52	25
FBGN0038286	3236	3766	2932	3668	4006	4362
FBGN0263597	4	5	3	1	0	0
FBGN0010113	46265	42490	32778	89365	82429	86050
FBGN0037298	5716	5290	4666	4018	4410	5019
FBGN0051220	30	14	39	27	15	22
FBGN0040687	0	13	4	0	0	6
FBGN0039163	4231	4934	3448	2600	3230	2864
FBGN0260741	1069	1065	793	802	922	895
FBGN0026059	8956	9055	7054	11199	11830	11699
FBGN0051300	64	15	20	20	15	10
FBGN0051406	56	41	26	10	17	7
FBGN0045843	54	4	15	12	26	68
FBGN0051459	465	540	321	23	2	4
FBGN0051368	9333	9665	7441	8638	9500	9562
FBGN0266673	4182	4141	3126	3505	3948	3399
FBGN0010313	15274	14770	10727	16690	16624	19975
FBGN0262587	266	244	220	43	30	20
FBGN0038355	25	19	20	18	11	23
FBGN0037460	50	39	13	13	14	22
FBGN0085307	35	43	15	10	10	21
FBGN0039182	10696	10633	8125	9307	10444	10949
FBGN0038339	269	245	120	150	154	149
FBGN0040257	68	72	66	17	34	9
FBGN0039378	24	5	18	72	19	10
FBGN0051370	79	46	33	18	13	26
FBGN0083950	106	206	76	80	51	35
FBGN0011668	4	0	16	0	0	0
FBGN0265083	334	395	274	151	141	156
FBGN0038108	24542	24750	18986	29044	30981	33683
FBGN0037827	42	23	44	39	19	1
FBGN0015622	19731	19554	16284	19175	21253	19659
FBGN0037662	9	21	47	31	26	7
FBGN0037879	30	48	50	80	98	31
FBGN0038857	2290	2514	2075	2023	2096	2062
FBGN0051388	1179	1082	1022	1358	1365	1594
FBGN0038100	3450	3016	2727	2119	2609	2145
FBGN0039175	6912	6954	5179	4184	4508	4749
FBGN0039120	28890	28931	22511	28629	30398	31826
FBGN0262023	661	390	523	1	30	4
FBGN0039722	18	10	15	5	2	5
FBGN0266443	27	26	42	24	30	21
FBGN0013767	5	0	4	17	10	10
FBGN0038401	543	679	417	484	672	548
FBGN0086695	1034	956	952	1218	1147	1347
FBGN0037760	13498	12186	10201	13877	14860	14714
FBGN0262541	11	3	8	5	7	4
FBGN0038274	4326	4223	3700	3223	3442	4049
FBGN0003510	475	565	401	261	418	289
FBGN0004573	30	74	43	31	33	32
FBGN0001180	43	73	34	63	53	48
FBGN0038206	2065	1962	1914	1718	1718	2008
FBGN0010222	2864	2752	2515	1769	1897	1779
FBGN0027583	577	949	704	634	783	892
FBGN0266721	22	38	49	8	10	29
FBGN0038744	185	174	117	184	137	139
FBGN0011474	10076	8722	7600	9541	10901	10987
FBGN0038917	598	448	517	719	662	599
FBGN0038239	28	4	12	6	2	11
FBGN0083967	830	922	869	684	637	864
FBGN0039830	36065	37429	30527	24371	30129	30645
FBGN0039404	1745	1562	1279	1389	1439	1522
FBGN0040588	2	8	3	4	9	0
FBGN0039125	5830	6206	4446	4025	4774	4391
FBGN0038632	936	1041	717	892	1204	1184
FBGN0267648	0	0	0	0	0	0
FBGN0086372	10161	10052	7358	9136	10223	9517
FBGN0043069	433	652	403	138	185	60
FBGN0028684	13319	13145	10890	11156	13504	12686
FBGN0051207	13	5	25	36	34	12
FBGN0066101	2848	3275	2256	4257	4656	4908
FBGN0283535	4615	5059	4240	4568	4970	5018
FBGN0037261	5877	6880	5185	7472	7394	8543
FBGN0039576	10	13	0	2	0	5
FBGN0039190	36	27	48	6	8	14
FBGN0284226	266	272	208	318	284	380
FBGN0000071	15351	15635	12873	9957	11735	11907
FBGN0037632	35536	33729	28365	31762	35637	35746
FBGN0039630	89	30	78	61	27	24
FBGN0037498	73	26	54	19	23	11
FBGN0039126	1086	946	851	813	931	925
FBGN0039092	105	79	78	54	46	34
FBGN0038474	1954	2501	1665	1289	1525	1321
FBGN0022338	2510	3137	2179	2837	2866	3010
FBGN0286977	55	8	25	37	19	0
FBGN0039707	5	15	7	26	9	16
FBGN0038170	108	126	72	145	117	168
FBGN0037860	33	14	13	16	8	16
FBGN0039666	12	6	3	12	6	1
FBGN0260990	4615	4644	3696	4688	5215	5446
FBGN0052855	333	271	180	287	338	263
FBGN0001230	11461	10626	8528	1707	2559	1738
FBGN0039296	822	817	619	743	914	937
FBGN0285938	0	11	0	0	0	0
FBGN0039022	58	74	57	43	20	27
FBGN0086134	10249	12697	8874	9125	10853	10258
FBGN0038005	40	20	26	30	8	2
FBGN0039711	1804	1622	1361	1176	1393	1457
FBGN0085330	10	22	8	8	10	16
FBGN0028671	6389	6199	4709	5159	5901	6048
FBGN0051323	13	8	35	10	6	2
FBGN0039839	66	68	51	55	28	15
FBGN0037652	4392	4414	3851	2130	2835	2426
FBGN0085438	186	179	83	135	146	67
FBGN0037763	27	10	8	2	37	6
FBGN0264829	16	10	3	0	7	4
FBGN0082831	20186	20142	15251	19936	22630	21907
FBGN0037646	82	129	40	91	75	67
FBGN0037622	3336	3460	2799	2888	2727	3233
FBGN0038700	39	32	49	13	19	21
FBGN0038585	3986	4399	3281	2737	3312	3587
FBGN0038453	3508	3227	3097	2417	2838	2689
FBGN0040259	4974	4886	3796	2120	2021	2250
FBGN0039136	3065	3091	2598	2641	3058	2972
FBGN0263041	33	24	19	39	21	1
FBGN0266756	31001	30111	23923	40427	43365	43283
FBGN0038965	2449	2357	1874	1775	2130	1947
FBGN0051515	9	9	7	8	9	0
FBGN0038666	3296	3607	2442	2714	3369	3443
FBGN0039735	17887	19401	15934	11709	12901	12749
FBGN0038319	2079	2392	1717	1520	1498	1737
FBGN0039873	95	78	55	39	30	18
FBGN0038125	51	40	38	14	10	13
FBGN0039639	335	375	278	210	242	201
FBGN0266465	5022	4736	3697	4460	4555	4999
FBGN0037619	493	588	393	357	315	422
FBGN0039783	41	42	53	74	20	36
FBGN0038564	537	460	340	459	511	428
FBGN0038056	852	842	754	747	861	733
FBGN0015571	592	828	503	382	458	462
FBGN0039454	49	44	32	30	0	0
FBGN0037312	3618	3883	2831	2487	3305	3408
FBGN0038682	677	603	415	333	328	405
FBGN0039079	29	28	57	19	10	5
FBGN0039683	85	84	78	33	23	17
FBGN0038181	350	481	307	184	199	81
FBGN0042207	61	23	81	56	58	10
FBGN0039648	6	10	10	24	1	4
FBGN0037341	865	732	501	657	768	940
FBGN0026417	1174	1112	936	1017	1137	1033
FBGN0039205	161	129	150	145	108	260
FBGN0000166	77	94	47	75	19	16
FBGN0000576	7163	7781	5433	5794	6174	6768
FBGN0037777	486	519	451	515	541	569
FBGN0037470	11216	11702	9205	9147	10474	10374
FBGN0039568	2	18	14	10	0	0
FBGN0010421	2525	2988	2288	1894	2485	2437
FBGN0003375	6736	7155	5337	401	3747	351
FBGN0037888	48	2	40	37	34	29
FBGN0039258	1943	2125	1591	1618	1788	2106
FBGN0038889	3542	3469	3168	3502	3982	3685
FBGN0038304	3381	3621	3033	3069	3453	3807
FBGN0086472	88594	89222	74045	58144	67917	63347
FBGN0037295	153	164	117	199	293	253
FBGN0039141	2158	2347	1670	2052	2443	2208
FBGN0037875	3316	3220	3168	2312	2681	2856
FBGN0262537	19	16	24	6	2	10
FBGN0086608	169	183	129	118	141	294
FBGN0038007	64	35	14	8	17	17
FBGN0012344	60	58	11	24	5	27
FBGN0038296	2012	2003	1650	2239	2463	2571
FBGN0039199	104	56	49	80	33	16
FBGN0039487	1528	1592	1296	938	1008	984
FBGN0037422	36	8	10	8	0	23
FBGN0051559	743	668	528	397	674	554
FBGN0038157	41	14	28	26	6	0
FBGN0038680	57	89	62	117	48	81
FBGN0038647	32	54	22	16	3	29
FBGN0039642	3988	3832	3055	2746	3316	3261
FBGN0267650	0	0	0	0	0	0
FBGN0053110	69	37	78	14	14	42
FBGN0039799	48	4	19	5	6	8
FBGN0263316	242	305	236	311	324	302
FBGN0037630	144	65	82	41	67	56
FBGN0040684	11	11	21	5	4	3
FBGN0015520	4983	4380	3741	3968	4830	4351
FBGN0038548	1030	939	915	1086	1094	1195
FBGN0015270	1960	2290	1561	1895	2052	2322
FBGN0039760	63	6	36	58	6	21
FBGN0039640	114	123	110	84	66	143
FBGN0038536	1342	1364	1178	972	987	1112
FBGN0003248	44	86	29	32	12	42
FBGN0038266	37	21	10	42	25	14
FBGN0039667	31	30	59	36	27	8
FBGN0262873	6	17	3	1	10	0
FBGN0015778	45273	43630	35694	46898	50167	53722
FBGN0038073	92	79	72	87	102	35
FBGN0038133	21	38	17	16	25	11
FBGN0000094	4	0	7	0	3	0
FBGN0260969	38	10	15	9	0	8
FBGN0003312	327	367	277	441	137	235
FBGN0038827	4090	4440	3526	4438	4814	4721
FBGN0039156	1225	1335	1007	1465	1570	1444
FBGN0038755	1847	1928	1399	1857	2227	2697
FBGN0037979	2711	3392	2345	2590	2989	3205
FBGN0038049	2652	2862	2545	2063	2229	2432
FBGN0038258	79	49	57	49	12	16
FBGN0038860	1285	1255	1093	948	1224	1238
FBGN0015591	58	24	82	22	13	34
FBGN0039743	7117	7675	5967	6844	6999	8085
FBGN0037661	308	528	300	228	242	165
FBGN0051423	28	88	10	41	21	12
FBGN0039617	19	77	22	33	45	19
FBGN0000014	260	302	196	130	72	106
FBGN0040532	124	208	95	34	34	18
FBGN0038294	2664	2539	2028	452	264	278
FBGN0000276	3	3	1	8	2	4
FBGN0086378	3166	3530	2829	1731	2338	1802
FBGN0051245	129	164	120	127	156	60
FBGN0040600	30	42	36	23	8	17
FBGN0039033	28	60	75	36	14	0
FBGN0038334	21	3	23	4	11	8
FBGN0004855	2711	2199	2415	1655	2286	1724
FBGN0039274	2226	2089	1711	1263	1528	1588
FBGN0039246	44	26	26	22	10	3
FBGN0038065	4532	4803	3600	4197	4689	4839
FBGN0265317	8	5	3	0	1	0
FBGN0038353	441	420	319	23	49	42
FBGN0261988	4112	3663	3286	3844	4076	4193
FBGN0015576	87	93	117	52	21	6
FBGN0037660	3070	3284	2603	2722	3008	2986
FBGN0010750	5760	6993	5108	5915	6604	7076
FBGN0267376	1473	1711	1325	1282	1443	1372
FBGN0039403	1080	1185	1001	900	984	971
FBGN0037540	1382	1461	1092	1237	1403	1504
FBGN0053494	65	69	102	17	3	12
FBGN0037428	63	16	35	16	18	15
FBGN0051183	166	138	100	103	123	61
FBGN0015513	9815	9946	8568	11252	13613	13495
FBGN0005585	122531	125831	97387	104914	119721	116382
FBGN0085334	82	141	141	62	57	59
FBGN0038009	144	162	115	5	24	20
FBGN0037591	26	32	37	9	17	10
FBGN0265998	24265	23498	18702	34999	36213	31479
FBGN0262527	21650	22183	17525	23498	25033	22912
FBGN0038567	48	50	8	20	24	9
FBGN0039088	29	0	22	8	0	2
FBGN0038092	26	37	34	29	37	30
FBGN0039053	24	23	26	14	6	20
FBGN0037413	16	13	24	22	10	12
FBGN0038617	673	634	509	617	679	762
FBGN0004575	134	40	99	60	52	19
FBGN0008646	4039	4393	3133	3589	3453	3712
FBGN0261704	16	2	5	4	0	3
FBGN0039167	847	915	732	1507	1436	1670
FBGN0039229	16273	16931	13307	17480	19965	19355
FBGN0037244	1195	1609	1145	940	1277	1292
FBGN0037935	100	89	59	4	21	18
FBGN0037263	305	230	222	154	128	157
FBGN0262869	141	118	123	167	45	63
FBGN0261995	869	873	800	698	797	937
FBGN0040565	235	378	286	52	282	12
FBGN0259731	143	219	160	13	21	12
FBGN0037359	2304	2444	1867	1440	1749	1565
FBGN0037443	4877	5529	3681	5159	5580	5389
FBGN0038727	359	486	348	498	335	518
FBGN0051547	414	498	532	108	183	147
FBGN0039877	4728	3957	3659	3508	4171	4077
FBGN0069242	6111	5912	4995	5101	5481	5916
FBGN0004783	75	35	44	49	14	7
FBGN0037716	3011	3508	2747	2626	2910	3307
FBGN0263117	72	57	31	30	15	77
FBGN0039768	56	57	105	22	7	20
FBGN0039696	3156	2815	2241	2407	2392	2526
FBGN0039673	39	36	34	30	47	0
FBGN0038166	1769	1879	1449	1745	1664	1697
FBGN0051391	189	118	87	96	101	111
FBGN0038926	112	88	74	54	82	63
FBGN0263236	11312	11817	8511	3781	5483	4254
FBGN0039379	4369	4551	3863	4149	4983	4846
FBGN0263047	433	525	292	269	384	332
FBGN0010926	6376	6762	5180	5660	6360	6308
FBGN0038201	56	33	60	35	19	1
FBGN0039782	27	47	38	18	26	14
FBGN0038109	9	24	29	18	0	22
FBGN0266722	449	387	331	218	282	303
FBGN0037356	727	1050	894	730	820	1052
FBGN0039152	236	247	158	93	130	99
FBGN0039857	102899	105141	81371	107364	118593	128951
FBGN0039529	70	31	31	8	55	9
FBGN0260466	132	66	113	50	57	40
FBGN0037696	888	816	706	471	715	601
FBGN0038153	59	30	43	20	17	31
FBGN0038527	18	37	28	13	1	23
FBGN0038143	64	40	61	77	38	67
FBGN0064912	13	18	0	18	20	5
FBGN0051344	1279	1093	953	1038	975	994
FBGN0038531	1	36	6	45	51	18
FBGN0038197	2907	2825	2064	2765	2952	3002
FBGN0039203	82	20	29	15	10	10
FBGN0285925	12029	12070	9377	14299	14381	14838
FBGN0037686	99473	120561	78279	117592	136833	136608
FBGN0039820	29	18	8	39	19	10
FBGN0025879	297	283	274	156	207	197
FBGN0039757	137015	140758	106911	133106	127168	156724
FBGN0040571	6	8	2	7	6	0
FBGN0259721	695	861	703	481	478	472
FBGN0038838	8	0	2	5	14	6
FBGN0053631	7	6	1	17	0	5
FBGN0011282	22	16	27	30	5	11
FBGN0039528	4686	4639	3729	5023	6000	6458
FBGN0038524	1266	1090	867	985	1212	1201
FBGN0051118	193	334	175	144	166	190
FBGN0038418	3222	3525	2508	3165	3649	3703
FBGN0039476	17	28	9	12	11	18
FBGN0040575	63	99	85	15	24	61
FBGN0051131	57	86	60	9	36	11
FBGN0039183	8721	7458	6293	5844	6913	6821
FBGN0265271	15	30	33	21	27	0
FBGN0039796	7	18	12	15	11	2
FBGN0038733	113	94	27	53	28	28
FBGN0028647	2562	2706	2018	2016	2130	2474
FBGN0038693	692	642	497	635	565	570
FBGN0266411	24465	23000	19257	29273	29436	31350
FBGN0263231	36314	36570	30452	35498	40175	42338
FBGN0085413	243	139	175	125	83	49
FBGN0039459	1432	1143	1025	756	963	651
FBGN0053721	4	10	18	8	9	8
FBGN0051065	44	102	20	38	6	5
FBGN0263983	0	7	2	15	8	2
FBGN0037549	7129	8270	6275	6396	7027	6900
FBGN0267337	21715	21031	15174	29146	28383	27925
FBGN0039380	28	21	22	22	9	8
FBGN0000283	33027	33222	25816	31617	34930	33768
FBGN0038676	746	554	381	650	529	661
FBGN0038345	32	21	25	15	0	8
FBGN0038431	57	36	23	18	15	27
FBGN0038485	24	28	6	7	2	3
FBGN0039488	2388	2419	1812	2129	2402	2116
FBGN0038113	52	66	37	12	13	1
FBGN0038491	663	478	602	384	556	518
FBGN0243511	6406	6027	4890	5110	5905	6618
FBGN0038892	71	25	14	42	25	56
FBGN0027526	3119	2898	2555	2546	2936	3046
FBGN0003118	5895	5202	3787	5429	6293	5420
FBGN0001077	45	64	49	41	37	30
FBGN0051244	147	111	47	227	330	188
FBGN0037518	437	398	308	348	308	336
